Sales Person,Product,Date,Sales,Boxes,Expenses,Category,Team
Kelci Walkden,Spicy Special Slims,2021-09-01,"$11,844",439,"$4,528",Bites,Yummies
Gunar Cockshoot,Milk Bars,2021-09-01,"$6,517",233,$413,Bars,Yummies
Kaine Padly,Milk Bars,2021-09-01,"$8,715",282,$505,Bars,Delish
Gigi Bohling,Organic Choco Syrup,2021-09-01,"$4,851",180,$336,Other,Delish
Barr Faughny,Organic Choco Syrup,2021-09-01,"$10,983",379,$762,Other,Yummies
Mallorie Waber,Baker's Choco Chips,2021-09-01,"$3,290",329,"$2,121",Bars,Tempo
Husein Augar,Organic Choco Syrup,2021-09-01,"$6,545",212,$415,Other,Yummies
Gunar Cockshoot,70% Dark Bites,2021-09-01,$441,45,$441,Bites,Yummies
Dotty Strutley,Choco Coated Almonds,2021-09-01,"$9,849",580,"$6,585",Bites,Delish
Andria Kimpton,White Choc,2021-09-01,"$3,073",308,$83,Other,Jucies
Rafaelita Blaksland,Organic Choco Syrup,2021-09-01,"$4,452",149,$255,Other,Yummies
Karlen McCaffrey,85% Dark Bars,2021-09-01,"$10,220",538,$404,Bars,Yummies
Andria Kimpton,70% Dark Bites,2021-09-01,"$3,150",210,"$1,558",Bites,Jucies
Kaine Padly,Smooth Sliky Salty,2021-09-01,"$6,083",381,"$2,199",Bars,Delish
Ches Bonnell,Fruit & Nut Bars,2021-09-01,"$14,063",1407,"$2,399",Bars,Tempo
Kaine Padly,70% Dark Bites,2021-09-01,"$4,578",306,"$2,926",Bites,Delish
Beverie Moffet,White Choc,2021-09-01,"$6,454",461,$112,Other,Jucies
Kelci Walkden,Manuka Honey Choco,2021-09-02,"$6,650",256,"$2,364",Other,Yummies
Barr Faughny,Peanut Butter Cubes,2021-09-02,"$2,436",94,$416,Bites,Yummies
Mallorie Waber,Choco Coated Almonds,2021-09-02,"$6,944",331,"$3,455",Bites,Tempo
Gigi Bohling,After Nines,2021-09-02,"$19,817",684,"$4,945",Bites,Delish
Barr Faughny,50% Dark Bites,2021-09-02,"$3,521",235,$717,Bites,Yummies
Karlen McCaffrey,After Nines,2021-09-02,"$10,458",327,"$2,406",Bites,Yummies
Roddy Speechley,99% Dark & Pure,2021-09-02,"$1,302",57,$305,Bars,Delish
Brien Boise,After Nines,2021-09-02,"$7,952",249,"$1,863",Bites,Jucies
Jan Morforth,Eclairs,2021-09-02,"$4,753",265,$889,Bites,Delish
Husein Augar,85% Dark Bars,2021-09-02,"$11,452",546,$380,Bars,Yummies
Gunar Cockshoot,Spicy Special Slims,2021-09-02,"$9,345",390,"$3,520",Bites,Yummies
Marney O'Breen,Mint Chip Choco,2021-09-02,"$7,490",357,$744,Bars,Yummies
Camilla Castle,Organic Choco Syrup,2021-09-02,"$1,519",57,$102,Other,Tempo
Andria Kimpton,Smooth Sliky Salty,2021-09-02,"$3,087",155,$856,Bars,Jucies
Curtice Advani,Smooth Sliky Salty,2021-09-02,"$2,352",168,$945,Bars,Delish
Rafaelita Blaksland,Baker's Choco Chips,2021-09-02,"$11,578",891,"$5,798",Bars,Yummies
Husein Augar,Peanut Butter Cubes,2021-09-02,$462,22,$109,Bites,Yummies
Roddy Speechley,Caramel Stuffed Bars,2021-09-03,"$6,916",315,$306,Bars,Delish
Husein Augar,Orange Choco,2021-09-03,"$3,248",542,"$5,477",Bars,Yummies
Camilla Castle,Milk Bars,2021-09-03,"$6,475",240,$412,Bars,Tempo
Van Tuxwell,Peanut Butter Cubes,2021-09-03,"$9,009",501,"$2,688",Bites,Yummies
Rafaelita Blaksland,White Choc,2021-09-03,"$2,835",189,$41,Other,Yummies
Dotty Strutley,Milk Bars,2021-09-03,"$7,644",294,$631,Bars,Delish
Beverie Moffet,70% Dark Bites,2021-09-03,"$3,360",240,"$1,860",Bites,Jucies
Beverie Moffet,Mint Chip Choco,2021-09-03,"$1,379",99,$247,Bars,Jucies
Jehu Rudeforth,Organic Choco Syrup,2021-09-03,"$9,534",382,$727,Other,Tempo
Rafaelita Blaksland,Peanut Butter Cubes,2021-09-03,"$14,448",657,"$3,216",Bites,Yummies
Roddy Speechley,Baker's Choco Chips,2021-09-03,"$3,829",240,"$1,328",Bars,Delish
Gunar Cockshoot,Orange Choco,2021-09-04,"$9,086",758,"$6,994",Bars,Yummies
Kelci Walkden,Milk Bars,2021-09-04,"$5,803",194,$358,Bars,Yummies
Camilla Castle,Manuka Honey Choco,2021-09-04,$182,7,$53,Other,Tempo
Madelene Upcott,85% Dark Bars,2021-09-04,"$9,863",520,$387,Bars,Jucies
Curtice Advani,Orange Choco,2021-09-04,"$4,046",289,"$2,692",Bars,Delish
Andria Kimpton,Fruit & Nut Bars,2021-09-04,"$3,493",350,$535,Bars,Jucies
Jan Morforth,Almond Choco,2021-09-04,$392,18,$231,Bars,Delish
Gigi Bohling,Spicy Special Slims,2021-09-04,"$2,534",111,"$1,206",Bites,Delish
Jehu Rudeforth,85% Dark Bars,2021-09-04,"$7,084",308,$195,Bars,Tempo
Gigi Bohling,Orange Choco,2021-09-04,"$4,809",344,"$3,476",Bars,Delish
Marney O'Breen,Drinking Coco,2021-09-04,"$7,959",266,$639,Other,Yummies
Kelci Walkden,99% Dark & Pure,2021-09-04,"$10,521",527,"$2,824",Bars,Yummies
Kelci Walkden,Fruit & Nut Bars,2021-09-04,$56,5,$8,Bars,Yummies
Beverie Moffet,Baker's Choco Chips,2021-09-04,"$3,017",189,"$1,322",Bars,Jucies
Karlen McCaffrey,Orange Choco,2021-09-04,"$18,949",2707,"$24,976",Bars,Yummies
Roddy Speechley,Milk Bars,2021-09-04,"$8,764",338,$637,Bars,Delish
Dotty Strutley,Raspberry Choco,2021-09-04,"$12,201",643,"$4,196",Bars,Delish
Oby Sorrel,Spicy Special Slims,2021-09-04,"$11,935",460,"$4,702",Bites,Jucies
Barr Faughny,Smooth Sliky Salty,2021-09-04,"$3,724",266,"$1,215",Bars,Yummies
Van Tuxwell,Eclairs,2021-09-04,"$2,646",166,$496,Bites,Yummies
Gunar Cockshoot,White Choc,2021-09-04,$686,46,$13,Other,Yummies
Karlen McCaffrey,Smooth Sliky Salty,2021-09-04,"$2,037",128,$720,Bars,Yummies
Van Tuxwell,Choco Coated Almonds,2021-09-04,"$6,300",300,"$4,060",Bites,Yummies
Husein Augar,Peanut Butter Cubes,2021-09-04,"$2,541",111,$611,Bites,Yummies
Wilone O'Kielt,Raspberry Choco,2021-09-04,"$1,883",118,$705,Bars,Delish
Ches Bonnell,Spicy Special Slims,2021-09-04,"$10,255",446,"$4,395",Bites,Tempo
Jehu Rudeforth,After Nines,2021-09-05,"$5,803",233,"$1,537",Bites,Tempo
Andria Kimpton,50% Dark Bites,2021-09-05,"$8,260",1033,"$3,297",Bites,Jucies
Roddy Speechley,Baker's Choco Chips,2021-09-05,"$14,868",1859,"$13,566",Bars,Delish
Gunar Cockshoot,Eclairs,2021-09-05,"$4,137",276,$918,Bites,Yummies
Brien Boise,After Nines,2021-09-05,"$7,161",276,"$1,978",Bites,Jucies
Roddy Speechley,Drinking Coco,2021-09-05,"$9,625",332,$839,Other,Delish
Beverie Moffet,Organic Choco Syrup,2021-09-05,"$12,852",429,$870,Other,Jucies
Madelene Upcott,Eclairs,2021-09-05,"$7,546",581,"$1,802",Bites,Jucies
Beverie Moffet,Eclairs,2021-09-05,"$4,123",275,$837,Bites,Jucies
Mallorie Waber,Organic Choco Syrup,2021-09-05,"$13,174",573,"$1,151",Other,Tempo
Rafaelita Blaksland,50% Dark Bites,2021-09-05,"$7,637",546,"$1,407",Bites,Yummies
Madelene Upcott,Baker's Choco Chips,2021-09-05,"$3,311",332,"$1,817",Bars,Jucies
Mallorie Waber,Raspberry Choco,2021-09-05,"$2,338",107,$724,Bars,Tempo
Curtice Advani,Caramel Stuffed Bars,2021-09-08,"$3,465",139,$141,Bars,Delish
Rafaelita Blaksland,Peanut Butter Cubes,2021-09-08,"$2,345",107,$519,Bites,Yummies
Madelene Upcott,Organic Choco Syrup,2021-09-08,"$12,698",471,$996,Other,Jucies
Barr Faughny,85% Dark Bars,2021-09-08,"$6,678",334,$212,Bars,Yummies
Karlen McCaffrey,Baker's Choco Chips,2021-09-08,"$4,851",324,"$2,345",Bars,Yummies
Ches Bonnell,Drinking Coco,2021-09-08,$336,12,$33,Other,Tempo
Karlen McCaffrey,Orange Choco,2021-09-08,"$2,366",198,"$1,862",Bars,Yummies
Ches Bonnell,99% Dark & Pure,2021-09-08,"$10,598",461,"$2,449",Bars,Tempo
Barr Faughny,Smooth Sliky Salty,2021-09-08,"$13,293",665,"$3,906",Bars,Yummies
Van Tuxwell,50% Dark Bites,2021-09-08,"$2,086",261,$738,Bites,Yummies
Wilone O'Kielt,Peanut Butter Cubes,2021-09-08,"$2,751",120,$633,Bites,Delish
Dennison Crosswaite,Spicy Special Slims,2021-09-08,"$5,481",275,"$2,887",Bites,Yummies
Andria Kimpton,Smooth Sliky Salty,2021-09-08,"$5,628",433,"$2,065",Bars,Jucies
Jehu Rudeforth,Caramel Stuffed Bars,2021-09-08,"$2,660",89,$92,Bars,Tempo
Oby Sorrel,Almond Choco,2021-09-09,"$1,386",82,"$1,029",Bars,Jucies
Rafaelita Blaksland,Milk Bars,2021-09-09,"$11,060",382,$663,Bars,Yummies
Marney O'Breen,Choco Coated Almonds,2021-09-09,"$2,919",172,"$1,894",Bites,Yummies
Camilla Castle,99% Dark & Pure,2021-09-09,"$8,680",457,"$1,959",Bars,Tempo
Andria Kimpton,Spicy Special Slims,2021-09-09,"$1,484",71,$641,Bites,Jucies
Rafaelita Blaksland,Choco Coated Almonds,2021-09-09,"$16,919",996,"$12,794",Bites,Yummies
Mallorie Waber,After Nines,2021-09-09,"$13,188",440,"$2,679",Bites,Tempo
Husein Augar,Raspberry Choco,2021-09-09,"$4,998",294,"$2,098",Bars,Yummies
Dotty Strutley,85% Dark Bars,2021-09-09,"$6,146",342,$243,Bars,Delish
Beverie Moffet,Milk Bars,2021-09-09,"$5,621",217,$421,Bars,Jucies
Madelene Upcott,Mint Chip Choco,2021-09-09,$980,47,$127,Bars,Jucies
Jan Morforth,Almond Choco,2021-09-10,"$7,343",350,"$4,719",Bars,Delish
Barr Faughny,Caramel Stuffed Bars,2021-09-10,"$1,750",63,$62,Bars,Yummies
Gigi Bohling,Eclairs,2021-09-10,"$2,464",165,$521,Bites,Delish
Andria Kimpton,Milk Bars,2021-09-10,"$1,974",86,$183,Bars,Jucies
Jehu Rudeforth,70% Dark Bites,2021-09-10,"$11,823",986,"$9,103",Bites,Tempo
Kelci Walkden,85% Dark Bars,2021-09-10,"$7,350",335,$280,Bars,Yummies
Kelci Walkden,Baker's Choco Chips,2021-09-10,"$4,165",417,"$2,789",Bars,Yummies
Gunar Cockshoot,85% Dark Bars,2021-09-10,$630,28,$21,Bars,Yummies
Andria Kimpton,Baker's Choco Chips,2021-09-10,"$2,282",143,$983,Bars,Jucies
Rafaelita Blaksland,Fruit & Nut Bars,2021-09-10,"$5,250",292,$484,Bars,Yummies
Curtice Advani,Almond Choco,2021-09-10,"$11,676",730,"$10,037",Bars,Delish
Rafaelita Blaksland,Caramel Stuffed Bars,2021-09-10,"$14,917",533,$446,Bars,Yummies
Jehu Rudeforth,Manuka Honey Choco,2021-09-11,"$4,634",155,"$1,272",Other,Tempo
Gigi Bohling,Manuka Honey Choco,2021-09-11,$819,27,$234,Other,Delish
Brien Boise,Drinking Coco,2021-09-11,"$2,422",106,$239,Other,Jucies
Jan Morforth,Manuka Honey Choco,2021-09-11,"$1,463",59,$438,Other,Delish
Kelci Walkden,Manuka Honey Choco,2021-09-11,"$1,050",32,$283,Other,Yummies
Oby Sorrel,Peanut Butter Cubes,2021-09-11,"$1,526",85,$388,Bites,Jucies
Gunar Cockshoot,50% Dark Bites,2021-09-11,$427,27,$80,Bites,Yummies
Curtice Advani,Spicy Special Slims,2021-09-11,"$10,976",440,"$4,133",Bites,Delish
Wilone O'Kielt,Mint Chip Choco,2021-09-12,"$6,503",407,"$1,088",Bars,Delish
Jan Morforth,99% Dark & Pure,2021-09-12,$21,1,$5,Bars,Delish
Gigi Bohling,Eclairs,2021-09-12,"$7,063",393,"$1,330",Bites,Delish
Roddy Speechley,Peanut Butter Cubes,2021-09-12,"$3,990",200,$866,Bites,Delish
Dotty Strutley,70% Dark Bites,2021-09-12,"$1,806",129,"$1,117",Bites,Delish
Marney O'Breen,White Choc,2021-09-12,"$10,136",597,$155,Other,Yummies
Karlen McCaffrey,Almond Choco,2021-09-12,"$1,288",62,$836,Bars,Yummies
Oby Sorrel,White Choc,2021-09-12,"$1,295",87,$21,Other,Jucies
Andria Kimpton,70% Dark Bites,2021-09-12,"$6,461",718,"$6,037",Bites,Jucies
Jehu Rudeforth,Manuka Honey Choco,2021-09-12,"$4,949",155,"$1,309",Other,Tempo
Madelene Upcott,Fruit & Nut Bars,2021-09-12,"$5,432",302,$529,Bars,Jucies
Kelci Walkden,Caramel Stuffed Bars,2021-09-12,"$7,112",246,$226,Bars,Yummies
Karlen McCaffrey,Peanut Butter Cubes,2021-09-12,$266,11,$52,Bites,Yummies
Gigi Bohling,50% Dark Bites,2021-09-12,"$6,202",414,"$1,264",Bites,Delish
Jehu Rudeforth,After Nines,2021-09-15,"$1,057",43,$262,Bites,Tempo
Kelci Walkden,Drinking Coco,2021-09-15,"$1,925",67,$154,Other,Yummies
Wilone O'Kielt,85% Dark Bars,2021-09-15,"$1,841",77,$54,Bars,Delish
Kaine Padly,Spicy Special Slims,2021-09-15,"$1,204",61,$579,Bites,Delish
Wilone O'Kielt,85% Dark Bars,2021-09-15,"$4,074",186,$126,Bars,Delish
Marney O'Breen,Manuka Honey Choco,2021-09-15,"$4,473",150,"$1,397",Other,Yummies
Marney O'Breen,Baker's Choco Chips,2021-09-15,"$2,947",246,"$1,631",Bars,Yummies
Van Tuxwell,Organic Choco Syrup,2021-09-15,"$15,386",642,"$1,245",Other,Yummies
Wilone O'Kielt,Milk Bars,2021-09-15,"$4,690",188,$319,Bars,Delish
Roddy Speechley,White Choc,2021-09-15,$343,39,$9,Other,Delish
Dotty Strutley,Mint Chip Choco,2021-09-15,"$3,052",146,$341,Bars,Delish
Beverie Moffet,Manuka Honey Choco,2021-09-15,$686,25,$219,Other,Jucies
Wilone O'Kielt,White Choc,2021-09-15,"$6,993",538,$132,Other,Delish
Mallorie Waber,Milk Bars,2021-09-16,"$5,236",169,$356,Bars,Tempo
Curtice Advani,Spicy Special Slims,2021-09-16,"$8,638",333,"$3,342",Bites,Delish
Kaine Padly,Manuka Honey Choco,2021-09-16,"$5,712",191,"$1,537",Other,Delish
Gunar Cockshoot,Mint Chip Choco,2021-09-16,"$6,258",330,$875,Bars,Yummies
Wilone O'Kielt,70% Dark Bites,2021-09-16,"$3,234",294,"$2,181",Bites,Delish
Kelci Walkden,Organic Choco Syrup,2021-09-16,"$17,577",677,"$1,217",Other,Yummies
Husein Augar,Eclairs,2021-09-16,"$12,684",668,"$2,147",Bites,Yummies
Gigi Bohling,99% Dark & Pure,2021-09-16,"$1,239",54,$294,Bars,Delish
Kelci Walkden,50% Dark Bites,2021-09-16,"$3,402",243,$783,Bites,Yummies
Karlen McCaffrey,Choco Coated Almonds,2021-09-16,"$11,382",633,"$8,712",Bites,Yummies
Madelene Upcott,Milk Bars,2021-09-16,"$7,133",265,$465,Bars,Jucies
Jehu Rudeforth,Milk Bars,2021-09-17,"$8,309",333,$683,Bars,Tempo
Van Tuxwell,Fruit & Nut Bars,2021-09-17,"$1,435",131,$236,Bars,Yummies
Dennison Crosswaite,Eclairs,2021-09-17,"$3,227",216,$664,Bites,Yummies
Camilla Castle,Drinking Coco,2021-09-17,$133,6,$15,Other,Tempo
Gigi Bohling,99% Dark & Pure,2021-09-17,"$5,446",273,"$1,336",Bars,Delish
Karlen McCaffrey,99% Dark & Pure,2021-09-17,"$4,424",261,"$1,301",Bars,Yummies
Jehu Rudeforth,Milk Bars,2021-09-17,"$1,827",80,$154,Bars,Tempo
Wilone O'Kielt,Manuka Honey Choco,2021-09-17,"$8,232",305,"$2,455",Other,Delish
Kaine Padly,50% Dark Bites,2021-09-17,$861,62,$168,Bites,Delish
Barr Faughny,70% Dark Bites,2021-09-17,"$8,099",675,"$5,787",Bites,Yummies
Rafaelita Blaksland,Smooth Sliky Salty,2021-09-17,"$5,894",281,"$1,608",Bars,Yummies
Camilla Castle,After Nines,2021-09-17,"$8,211",257,"$1,940",Bites,Tempo
Kaine Padly,After Nines,2021-09-17,"$10,360",415,"$2,421",Bites,Delish
Dotty Strutley,Milk Bars,2021-09-17,"$5,145",166,$279,Bars,Delish
Ches Bonnell,50% Dark Bites,2021-09-17,"$9,163",1146,"$3,658",Bites,Tempo
Rafaelita Blaksland,White Choc,2021-09-17,"$15,323",1393,$338,Other,Yummies
Marney O'Breen,Orange Choco,2021-09-17,"$7,994",1000,"$8,699",Bars,Yummies
Jan Morforth,Choco Coated Almonds,2021-09-17,"$6,363",455,"$5,584",Bites,Delish
Oby Sorrel,Peanut Butter Cubes,2021-09-17,"$3,262",172,$874,Bites,Jucies
Gigi Bohling,Drinking Coco,2021-09-17,"$2,793",127,$346,Other,Delish
Rafaelita Blaksland,Organic Choco Syrup,2021-09-18,"$8,491",340,$689,Other,Yummies
Dennison Crosswaite,Caramel Stuffed Bars,2021-09-18,"$13,685",571,$601,Bars,Yummies
Mallorie Waber,White Choc,2021-09-18,$770,52,$12,Other,Tempo
Camilla Castle,50% Dark Bites,2021-09-18,"$8,631",1079,"$3,625",Bites,Tempo
Jehu Rudeforth,Fruit & Nut Bars,2021-09-18,"$4,536",267,$417,Bars,Tempo
Rafaelita Blaksland,99% Dark & Pure,2021-09-18,"$14,497",605,"$3,383",Bars,Yummies
Rafaelita Blaksland,Choco Coated Almonds,2021-09-18,"$7,672",452,"$4,717",Bites,Yummies
Gunar Cockshoot,99% Dark & Pure,2021-09-18,"$10,878",573,"$3,177",Bars,Yummies
Dennison Crosswaite,50% Dark Bites,2021-09-18,"$12,572",1397,"$4,577",Bites,Yummies
Beverie Moffet,50% Dark Bites,2021-09-18,"$1,575",105,$318,Bites,Jucies
Dennison Crosswaite,Manuka Honey Choco,2021-09-18,"$5,453",166,"$1,284",Other,Yummies
Beverie Moffet,Manuka Honey Choco,2021-09-18,"$4,802",155,"$1,456",Other,Jucies
Marney O'Breen,Eclairs,2021-09-19,"$7,651",426,"$1,393",Bites,Yummies
Madelene Upcott,Orange Choco,2021-09-19,"$2,079",260,"$2,262",Bars,Jucies
Dennison Crosswaite,Spicy Special Slims,2021-09-19,"$2,100",81,$813,Bites,Yummies
Camilla Castle,Smooth Sliky Salty,2021-09-19,"$5,278",406,"$2,344",Bars,Tempo
Barr Faughny,Spicy Special Slims,2021-09-19,"$4,249",164,"$1,782",Bites,Yummies
Karlen McCaffrey,Mint Chip Choco,2021-09-19,"$3,976",210,$542,Bars,Yummies
Oby Sorrel,After Nines,2021-09-19,"$6,951",218,"$1,548",Bites,Jucies
Camilla Castle,Spicy Special Slims,2021-09-19,$616,25,$258,Bites,Tempo
Andria Kimpton,85% Dark Bars,2021-09-19,"$5,439",287,$216,Bars,Jucies
Brien Boise,50% Dark Bites,2021-09-19,$63,7,$19,Bites,Jucies
Brien Boise,Baker's Choco Chips,2021-09-19,"$1,533",110,$709,Bars,Jucies
Oby Sorrel,70% Dark Bites,2021-09-19,"$3,535",322,"$2,442",Bites,Jucies
Jan Morforth,Spicy Special Slims,2021-09-19,"$2,429",111,"$1,012",Bites,Delish
Gunar Cockshoot,Raspberry Choco,2021-09-19,"$7,119",356,"$2,128",Bars,Yummies
Dennison Crosswaite,Drinking Coco,2021-09-19,"$3,521",118,$292,Other,Yummies
Ches Bonnell,After Nines,2021-09-19,"$3,745",118,$711,Bites,Tempo
Marney O'Breen,White Choc,2021-09-19,"$4,816",301,$75,Other,Yummies
Dennison Crosswaite,Baker's Choco Chips,2021-09-19,"$1,736",193,"$1,056",Bars,Yummies
Rafaelita Blaksland,70% Dark Bites,2021-09-19,"$1,099",92,$698,Bites,Yummies
Dotty Strutley,After Nines,2021-09-19,"$6,692",231,"$1,465",Bites,Delish
Dennison Crosswaite,Baker's Choco Chips,2021-09-22,$364,31,$189,Bars,Yummies
Ches Bonnell,85% Dark Bars,2021-09-22,"$10,927",476,$305,Bars,Tempo
Karlen McCaffrey,85% Dark Bars,2021-09-22,"$11,410",476,$325,Bars,Yummies
Roddy Speechley,Organic Choco Syrup,2021-09-22,"$2,443",82,$153,Other,Delish
Dotty Strutley,White Choc,2021-09-22,$329,26,$6,Other,Delish
Wilone O'Kielt,Drinking Coco,2021-09-22,"$3,066",128,$346,Other,Delish
Beverie Moffet,Baker's Choco Chips,2021-09-22,$567,38,$245,Bars,Jucies
Dotty Strutley,Smooth Sliky Salty,2021-09-22,"$14,721",1052,"$4,911",Bars,Delish
Andria Kimpton,Choco Coated Almonds,2021-09-22,"$6,986",350,"$4,456",Bites,Jucies
Curtice Advani,85% Dark Bars,2021-09-22,"$14,112",784,$502,Bars,Delish
Ches Bonnell,Smooth Sliky Salty,2021-09-22,"$1,771",137,$791,Bars,Tempo
Kelci Walkden,Peanut Butter Cubes,2021-09-22,"$5,082",231,"$1,174",Bites,Yummies
Karlen McCaffrey,Almond Choco,2021-09-22,"$1,827",102,"$1,416",Bars,Yummies
Madelene Upcott,Drinking Coco,2021-09-22,$182,7,$19,Other,Jucies
Ches Bonnell,Choco Coated Almonds,2021-09-22,"$5,369",269,"$2,931",Bites,Tempo
Curtice Advani,Drinking Coco,2021-09-22,"$6,034",275,$743,Other,Delish
Andria Kimpton,Mint Chip Choco,2021-09-22,"$13,209",881,"$1,816",Bars,Jucies
Karlen McCaffrey,Caramel Stuffed Bars,2021-09-22,$847,30,$29,Bars,Yummies
Jehu Rudeforth,50% Dark Bites,2021-09-22,"$1,015",64,$177,Bites,Tempo
Dotty Strutley,50% Dark Bites,2021-09-23,"$16,247",2031,"$6,540",Bites,Delish
Mallorie Waber,Baker's Choco Chips,2021-09-23,"$2,422",303,"$2,045",Bars,Tempo
Brien Boise,Peanut Butter Cubes,2021-09-23,"$3,997",174,$983,Bites,Jucies
Roddy Speechley,Almond Choco,2021-09-23,"$7,182",479,"$7,225",Bars,Delish
Mallorie Waber,Mint Chip Choco,2021-09-23,"$1,246",70,$175,Bars,Tempo
Roddy Speechley,Eclairs,2021-09-23,$553,27,$78,Bites,Delish
Van Tuxwell,Fruit & Nut Bars,2021-09-23,"$2,681",207,$317,Bars,Yummies
Oby Sorrel,Baker's Choco Chips,2021-09-23,"$2,800",234,"$1,323",Bars,Jucies
Van Tuxwell,Raspberry Choco,2021-09-23,"$4,851",304,"$2,076",Bars,Yummies
Gigi Bohling,Caramel Stuffed Bars,2021-09-23,$168,6,$5,Bars,Delish
Husein Augar,Fruit & Nut Bars,2021-09-23,$315,21,$32,Bars,Yummies
Wilone O'Kielt,Eclairs,2021-09-23,"$11,851",741,"$2,382",Bites,Delish
Dotty Strutley,Drinking Coco,2021-09-23,"$3,220",147,$353,Other,Delish
Gigi Bohling,70% Dark Bites,2021-09-23,"$11,935",1194,"$11,712",Bites,Delish
Gunar Cockshoot,Peanut Butter Cubes,2021-09-23,"$12,404",478,"$2,565",Bites,Yummies
Jehu Rudeforth,Fruit & Nut Bars,2021-09-24,"$1,519",90,$142,Bars,Tempo
Jehu Rudeforth,Caramel Stuffed Bars,2021-09-24,"$10,934",476,$415,Bars,Tempo
Camilla Castle,Peanut Butter Cubes,2021-09-24,"$3,346",129,$680,Bites,Tempo
Roddy Speechley,Spicy Special Slims,2021-09-24,"$8,351",398,"$3,592",Bites,Delish
Karlen McCaffrey,White Choc,2021-09-24,"$11,718",733,$185,Other,Yummies
Rafaelita Blaksland,Spicy Special Slims,2021-09-24,"$2,681",117,"$1,088",Bites,Yummies
Jehu Rudeforth,50% Dark Bites,2021-09-24,"$6,188",563,"$1,498",Bites,Tempo
Husein Augar,99% Dark & Pure,2021-09-24,"$10,941",521,"$2,258",Bars,Yummies
Husein Augar,Milk Bars,2021-09-24,"$3,647",141,$260,Bars,Yummies
Van Tuxwell,Peanut Butter Cubes,2021-09-25,"$2,436",122,$678,Bites,Yummies
Husein Augar,Caramel Stuffed Bars,2021-09-25,$896,41,$36,Bars,Yummies
Wilone O'Kielt,Caramel Stuffed Bars,2021-09-25,"$3,808",174,$142,Bars,Delish
Wilone O'Kielt,Mint Chip Choco,2021-09-25,"$10,920",683,"$1,517",Bars,Delish
Jan Morforth,Fruit & Nut Bars,2021-09-25,"$4,186",299,$434,Bars,Delish
Roddy Speechley,85% Dark Bars,2021-09-25,"$6,797",309,$241,Bars,Delish
Roddy Speechley,Spicy Special Slims,2021-09-25,"$4,319",155,"$1,427",Bites,Delish
Marney O'Breen,Smooth Sliky Salty,2021-09-25,"$1,673",105,$590,Bars,Yummies
Oby Sorrel,Almond Choco,2021-09-25,$735,35,$542,Bars,Jucies
Oby Sorrel,After Nines,2021-09-25,"$2,632",106,$780,Bites,Jucies
Wilone O'Kielt,Orange Choco,2021-09-25,"$2,030",170,"$1,554",Bars,Delish
Gunar Cockshoot,Manuka Honey Choco,2021-09-25,"$1,169",47,$334,Other,Yummies
Andria Kimpton,Mint Chip Choco,2021-09-25,"$3,703",206,$532,Bars,Jucies
Barr Faughny,White Choc,2021-09-25,$805,54,$13,Other,Yummies
Van Tuxwell,Smooth Sliky Salty,2021-09-25,$406,21,$124,Bars,Yummies
Oby Sorrel,Orange Choco,2021-09-25,"$3,591",360,"$3,670",Bars,Jucies
Oby Sorrel,White Choc,2021-09-25,"$5,551",463,$123,Other,Jucies
Roddy Speechley,White Choc,2021-09-25,"$3,605",258,$71,Other,Delish
Andria Kimpton,Almond Choco,2021-09-25,"$6,356",374,"$5,292",Bars,Jucies
Roddy Speechley,70% Dark Bites,2021-09-25,$602,41,$399,Bites,Delish
Van Tuxwell,White Choc,2021-09-26,"$7,042",470,$103,Other,Yummies
Jehu Rudeforth,Almond Choco,2021-09-26,"$2,968",142,"$2,237",Bars,Tempo
Brien Boise,Peanut Butter Cubes,2021-09-26,$294,17,$92,Bites,Jucies
Gigi Bohling,After Nines,2021-09-26,"$6,363",213,"$1,472",Bites,Delish
Andria Kimpton,Fruit & Nut Bars,2021-09-26,$280,18,$34,Bars,Jucies
Husein Augar,Choco Coated Almonds,2021-09-26,$406,29,$369,Bites,Yummies
Madelene Upcott,Drinking Coco,2021-09-26,"$4,144",139,$358,Other,Jucies
Ches Bonnell,Milk Bars,2021-09-26,"$5,341",173,$381,Bars,Tempo
Rafaelita Blaksland,Fruit & Nut Bars,2021-09-26,"$2,947",197,$314,Bars,Yummies
Dennison Crosswaite,70% Dark Bites,2021-09-26,"$12,026",926,"$7,022",Bites,Yummies
Brien Boise,Smooth Sliky Salty,2021-09-26,"$3,983",307,"$1,788",Bars,Jucies
Wilone O'Kielt,White Choc,2021-09-26,"$1,792",163,$35,Other,Delish
Barr Faughny,Milk Bars,2021-09-26,"$1,526",67,$126,Bars,Yummies
Oby Sorrel,Organic Choco Syrup,2021-09-26,"$5,313",190,$378,Other,Jucies
Ches Bonnell,After Nines,2021-09-26,"$7,728",242,"$1,596",Bites,Tempo
Marney O'Breen,85% Dark Bars,2021-09-26,$413,22,$17,Bars,Yummies
Mallorie Waber,White Choc,2021-09-26,"$4,431",493,$122,Other,Tempo
Gunar Cockshoot,Fruit & Nut Bars,2021-09-26,"$1,036",58,$108,Bars,Yummies
Mallorie Waber,Orange Choco,2021-09-26,$217,25,$257,Bars,Tempo
Kelci Walkden,70% Dark Bites,2021-09-26,"$7,616",693,"$5,427",Bites,Yummies
Karlen McCaffrey,Organic Choco Syrup,2021-09-26,"$11,900",518,$986,Other,Yummies
